Master Category,Subcategory,Date,Location,Payee,Description,Payment Method,Amount
Food/Drink,Groceries,5/20/19, ,SQ LEE FAMILY FAR,PURCHASE                                AUTHORIZED ON   05/19 SQ *LEE FAMILY FAR        PATTERSON     CA  S469139612361210   CARD 5402,Debit Card/ATM Card ...5402,$7.84
Food/Drink,Fast Food,5/23/19, ,SQ MISTERSOFTEENO,PURCHASE                                AUTHORIZED ON   05/22 SQ *MISTERSOFTEENO        EMERALD HILLS CA  S389143100519312   CARD 5402,Debit Card/ATM Card ...5402,$14.40
Food/Drink,Fast Food,5/27/19,"402-935-7733 ,WA",PAYPAL STARBUCKS,"PAYPAL *STARBUCKS 402-935-7733 ,WA",PLATINUM CARD ...4360,$25.00
Food/Drink,Coffee Shops,5/28/19, ,STARBUCKS STORE,PURCHASE                                AUTHORIZED ON   05/25 STARBUCKS STORE 29        RICHMOND      CA  S469146010804365   CARD 5402,Debit Card/ATM Card ...5402,$23.55
Food/Drink,Groceries,5/28/19, ,WHOLEFDS LGT 100 15980 LO,PURCHASE                                AUTHORIZED ON   05/28 WHOLEFDS LGT 100 15980 LO LOS GATOS     CA  P00589148778363710 CARD 1745,Debit Card/ATM Card ...1745,$25.47
Food/Drink,Groceries,5/28/19, ,WHOLEFDS LGT 100 15980 LO,PURCHASE                                AUTHORIZED ON   05/25 WHOLEFDS LGT 100 15980 LO LOS GATOS     CA  P00589145705844571 CARD 0484,Debit Card/ATM Card ...0484,$5.79
Food/Drink,Groceries,5/28/19, ,WHOLEFDS LGT 100 15980 LO,PURCHASE WITH CASH BACK        $  40.00 AUTHORIZED ON   05/25 WHOLEFDS LGT 100 15980 LO LOS GATOS     CA  P00469145710394236 CARD 5402,Debit Card/ATM Card ...5402,$140.63
Food/Drink,Groceries,5/30/19, ,WHOLEFDS LGT 100 15980 LO,PURCHASE                                AUTHORIZED ON   05/30 WHOLEFDS LGT 100 15980 LO LOS GATOS     CA  P00309150679835571 CARD 1745,Debit Card/ATM Card ...1745,$12.50
Food/Drink,Groceries,5/31/19, ,SAFEWAY,PURCHASE WITH CASH BACK        $  40.00 AUTHORIZED ON   05/31 SAFEWAY STORE     2815    LOS GATOS     CA  P00469151771530078 CARD 1745,Debit Card/ATM Card ...1745,$79.04
Food/Drink,Fast Food,6/3/19, ,SQ CINDERELLA BAK,PURCHASE                                AUTHORIZED ON   06/01 SQ *CINDERELLA BAK        San Francisco CA  S309152794927164   CARD 5402,Debit Card/ATM Card ...5402,$67.02
Food/Drink,Groceries,6/3/19, ,BEARD PAPA'S,PURCHASE                                AUTHORIZED ON   06/01 BEARD PAPA'S              SAN FRANCISCO CA  S589152859826056   CARD 5402,Debit Card/ATM Card ...5402,$12.42
Food/Drink,Groceries,6/3/19, ,SAFEWAY,PURCHASE                                AUTHORIZED ON   05/31 SAFEWAY STORE     3251    CUPERTINO     CA  P00389152190531221 CARD 5402,Debit Card/ATM Card ...5402,$15.49
Food/Drink,Groceries,6/3/19, ,SLAVIC SHOP,PURCHASE                                AUTHORIZED ON   05/30 SLAVIC SHOP               SAN JOSE      CA  S469150765910035   CARD 1745,Debit Card/ATM Card ...1745,$82.12
Food/Drink,Restaurants,6/3/19, ,PRESSED JUICERY,PURCHASE                                AUTHORIZED ON   05/31 PRESSED JUICERY -         LOS GATOS     CA  S589152137905221   CARD 5402,Debit Card/ATM Card ...5402,$13.10
Food/Drink,Groceries,6/7/19, ,SAFEWAY,PURCHASE                                AUTHORIZED ON   06/07 SAFEWAY STORE     2815    LOS GATOS     CA  P00309159001466722 CARD 5402,Debit Card/ATM Card ...5402,$83.56
Food/Drink,Groceries,6/10/19, ,LUNARDI'S MKT,PURCHASE                                AUTHORIZED ON   06/09 LUNARDI'S MKT #3          LOS GATOS     CA  P00389161135568637 CARD 0484,Debit Card/ATM Card ...0484,$7.99
Food/Drink,Groceries,6/10/19, ,ROSE MARKET NO,PURCHASE                                AUTHORIZED ON   06/07 ROSE MARKET NO 3          CUPERTINO     CA  S389158657878573   CARD 5402,Debit Card/ATM Card ...5402,$36.42
Food/Drink,Groceries,6/10/19, ,ROSE MARKET NO,PURCHASE                                AUTHORIZED ON   06/07 ROSE MARKET NO 3          CUPERTINO     CA  S469158668915763   CARD 5402,Debit Card/ATM Card ...5402,$29.82
Food/Drink,Groceries,6/10/19, ,WHOLEFDS LGT 100 15980 LO,PURCHASE                                AUTHORIZED ON   06/08 WHOLEFDS LGT 100 15980 LO LOS GATOS     CA  P00309159679373981 CARD 5402,Debit Card/ATM Card ...5402,$31.75
Food/Drink,Coffee Shops,6/14/19, ,STARBUCKS STORE,PURCHASE                                AUTHORIZED ON   06/12 STARBUCKS STORE 50        LOMPOC        CA  S589163530053585   CARD 5402,Debit Card/ATM Card ...5402,$22.00
Food/Drink,Fast Food,6/17/19, ,IKEA EAST PALO ALT,PURCHASE                                AUTHORIZED ON   06/16 IKEA EAST PALO ALT        E PALO ALTO   CA  S589167717674332   CARD 5402,Debit Card/ATM Card ...5402,$31.17
Food/Drink,Groceries,6/17/19, ,LUNARDI'S MKT,PURCHASE                                AUTHORIZED ON   06/16 LUNARDI'S MKT #3          LOS GATOS     CA  P00469168036095224 CARD 0484,Debit Card/ATM Card ...0484,$14.51
Food/Drink,Groceries,6/17/19, ,MILK PAIL MARKET 2585 CAL MOUNTAIN VIEW CA P00309166813432058 CARD,PURCHASE                                AUTHORIZED ON   06/15 MILK PAIL MARKET 2585 CAL MOUNTAIN VIEW CA  P00309166813432058 CARD 5402,Debit Card/ATM Card ...5402,$95.16
Food/Drink,Groceries,6/17/19, ,NOB HILL,PURCHASE WITH CASH BACK        $  20.00 AUTHORIZED ON   06/15 NOB HILL  #604            LOS GATOS     CA  P00469167024474143 CARD 5402,Debit Card/ATM Card ...5402,$77.61
Food/Drink,Groceries,6/17/19, ,SAMOVAR,PURCHASE                                AUTHORIZED ON   06/15 SAMOVAR                   MOUNTAIN VIEW CA  S469166827757036   CARD 5402,Debit Card/ATM Card ...5402,$84.92
Food/Drink,Groceries,6/17/19, ,WHOLEFDS LGT 100 15980 LO,PURCHASE                                AUTHORIZED ON   06/16 WHOLEFDS LGT 100 15980 LO LOS GATOS     CA  P00389168029352016 CARD 0484,Debit Card/ATM Card ...0484,$4.99
Food/Drink,Restaurants,6/17/19, ,OLYMPUS CAFFE AND,PURCHASE                                AUTHORIZED ON   06/15 OLYMPUS CAFFE AND         MOUNTAIN VIEW CA  S589166770786363   CARD 5402,Debit Card/ATM Card ...5402,$75.00
Food/Drink,Restaurants,6/17/19, ,OLYMPUS CAFFE AND,PURCHASE                                AUTHORIZED ON   06/15 OLYMPUS CAFFE AND         MOUNTAIN VIEW CA  S589166791533602   CARD 5402,Debit Card/ATM Card ...5402,$6.00
Food/Drink,Groceries,6/19/19, ,NOB HILL,PURCHASE                                AUTHORIZED ON   06/19 NOB HILL  #604            LOS GATOS     CA  P00389170625872253 CARD 1745,Debit Card/ATM Card ...1745,$10.04
Food/Drink,Groceries,6/20/19, ,WHOLEFDS LGT 100 15980 LO,PURCHASE                                AUTHORIZED ON   06/20 WHOLEFDS LGT 100 15980 LO LOS GATOS     CA  P00309171733565651 CARD 0484,Debit Card/ATM Card ...0484,$4.00
Food/Drink,Groceries,6/24/19, ,LUNARDI'S MKT,PURCHASE                                AUTHORIZED ON   06/23 LUNARDI'S MKT #3          LOS GATOS     CA  P00589174801045958 CARD 0484,Debit Card/ATM Card ...0484,$3.05
Food/Drink,Groceries,6/24/19, ,WAL-MART,PURCHASE                                AUTHORIZED ON   06/22 WAL-MART #5884            SAN JOSE      CA  P00000000470825269 CARD 5402,Debit Card/ATM Card ...5402,$48.42
Food/Drink,Groceries,6/24/19, ,WHOLEFDS LGT 100 15980 LO,PURCHASE                                AUTHORIZED ON   06/23 WHOLEFDS LGT 100 15980 LO LOS GATOS     CA  P00469174797013038 CARD 0484,Debit Card/ATM Card ...0484,$9.43
Food/Drink,Restaurants,6/24/19, ,CKE LOS GATOS COFF,PURCHASE                                AUTHORIZED ON   06/23 CKE*LOS GATOS COFF        LOS GATOS     CA  S389174633921953   CARD 5402,Debit Card/ATM Card ...5402,$13.22
Food/Drink,Groceries,6/25/19, ,PAUL K. TAO,PURCHASE                                AUTHORIZED ON   06/23 PAUL K. TAO               WATSONVILLE   CA  S309174661939566   CARD 5402,Debit Card/ATM Card ...5402,$13.00
Food/Drink,Groceries,6/27/19, ,KALINKA,PURCHASE                                AUTHORIZED ON   06/26 KALINKA                   SAN JOSE      CA  S309177785283608   CARD 1745,Debit Card/ATM Card ...1745,$95.05
Food/Drink,Groceries,6/28/19, ,COSTCO WHOLESALE,PURCHASE                                AUTHORIZED ON   06/28 COSTCO WHSE #0470         SAN JOSE      CA  P00389179815550399 CARD 1745,Debit Card/ATM Card ...1745,$211.17
Food/Drink,Groceries,6/28/19, ,NOB HILL,PURCHASE                                AUTHORIZED ON   06/28 NOB HILL  #604 15710 SAN  LOS GATOS     CA  P00389179838324936 CARD 1745,Debit Card/ATM Card ...1745,$45.20
Food/Drink,Groceries,6/29/19,"SAN JOSE     ,CA",KALINKA,"KALINKA SAN JOSE     ,CA",PLATINUM CARD ...4360,$28.72
Food/Drink,Groceries,7/5/19, ,ROSE INTERNATIONAL,PURCHASE                                AUTHORIZED ON   07/02 ROSE INTERNATIONAL        SARATOGA      CA  S589183699414786   CARD 1745,Debit Card/ATM Card ...1745,$55.29
Food/Drink,Groceries,7/5/19, ,WHOLEFDS LGT 100 15980 LO,PURCHASE                                AUTHORIZED ON   07/05 WHOLEFDS LGT 100 15980 LO LOS GATOS     CA  P00469186675004200 CARD 5402,Debit Card/ATM Card ...5402,$23.33
Food/Drink,Coffee Shops,7/8/19, ,STARBUCKS STORE,PURCHASE                                AUTHORIZED ON   07/05 STARBUCKS STORE 05        NAPA          CA  S469187100698895   CARD 5402,Debit Card/ATM Card ...5402,$2.65
Food/Drink,Coffee Shops,7/8/19, ,STARBUCKS STORE,PURCHASE                                AUTHORIZED ON   07/05 STARBUCKS STORE 05        NAPA          CA  S469187095996072   CARD 5402,Debit Card/ATM Card ...5402,$28.75
Food/Drink,Groceries,7/8/19, ,SAFEWAY,PURCHASE                                AUTHORIZED ON   07/07 SAFEWAY STORE     2815    LOS GATOS     CA  P00389188736921284 CARD 0484,Debit Card/ATM Card ...0484,$5.50
Food/Drink,Groceries,7/8/19, ,SAFEWAY,PURCHASE WITH CASH BACK        $  20.00 AUTHORIZED ON   07/08 SAFEWAY STORE     2815    LOS GATOS     CA  P00469189734787261 CARD 5402,Debit Card/ATM Card ...5402,$54.91
Food/Drink,Groceries,7/8/19, ,WHOLEFDS LGT 100 15980 LO,PURCHASE                                AUTHORIZED ON   07/07 WHOLEFDS LGT 100 15980 LO LOS GATOS     CA  P00389188859410322 CARD 5402,Debit Card/ATM Card ...5402,$5.99
Food/Drink,Groceries,7/9/19, ,TRADER JOE'S,PURCHASE                                AUTHORIZED ON   07/09 TRADER JOE'S # 181        LOS GATOS     CA  P00389190808300483 CARD 5402,Debit Card/ATM Card ...5402,$22.56
Food/Drink,Coffee Shops,7/10/19, ,STARBUCKS STORE,PURCHASE                                AUTHORIZED ON   07/08 STARBUCKS STORE 05        LOS GATOS     CA  S469189792424777   CARD 5402,Debit Card/ATM Card ...5402,$8.10
Food/Drink,Fast Food,7/10/19, ,BASKIN ROBBINS,PURCHASE                                AUTHORIZED ON   07/09 BASKIN #361181 Q35        LOS GATOS     CA  S469190770480256   CARD 0484,Debit Card/ATM Card ...0484,$3.50
Food/Drink,Fast Food,7/10/19, ,BASKIN ROBBINS,PURCHASE                                AUTHORIZED ON   07/09 BASKIN #361181 Q35        LOS GATOS     CA  S309190753535700   CARD 0484,Debit Card/ATM Card ...0484,$13.00
Food/Drink,Fast Food,7/10/19, ,BASKIN ROBBINS,PURCHASE RETURN                         AUTHORIZED ON   07/09 BASKIN #361181 Q35        LOS GATOS     CA  S619191548891885   CARD 0484,Debit Card/ATM Card ...0484,-$13.00
Food/Drink,Groceries,7/15/19, ,KALINKA,PURCHASE                                AUTHORIZED ON   07/14 KALINKA                   SAN JOSE      CA  S589195697935302   CARD 5402,Debit Card/ATM Card ...5402,$8.45
Food/Drink,Groceries,7/15/19, ,SQ RESENDIZ FARMS,PURCHASE                                AUTHORIZED ON   07/14 SQ *RESENDIZ FARMS        HUGHSON       CA  S469195660746327   CARD 5402,Debit Card/ATM Card ...5402,$9.90
Food/Drink,Groceries,7/16/19, ,PAUL K. TAO,PURCHASE                                AUTHORIZED ON   07/14 PAUL K. TAO               WATSONVILLE   CA  S309195658550845   CARD 5402,Debit Card/ATM Card ...5402,$13.00
Food/Drink,Groceries,7/18/19, ,WHOLEFDS LGT 100 15980 LO,PURCHASE WITH CASH BACK        $  20.00 AUTHORIZED ON   07/18 WHOLEFDS LGT 100 15980 LO LOS GATOS     CA  P00469199645054267 CARD 5402,Debit Card/ATM Card ...5402,$99.07
Food/Drink,Fast Food,7/19/19, ,IN-N-OUT BURGER,PURCHASE                                AUTHORIZED ON   07/17 IN N OUT BURGER 19        MORGAN HILL   CA  S469198772210400   CARD 5402,Debit Card/ATM Card ...5402,$23.93
Food/Drink,Groceries,7/19/19, ,COSTCO WHOLESALE,PURCHASE                                AUTHORIZED ON   07/19 COSTCO WHSE #0470         SAN JOSE      CA  P00589200767262883 CARD 5402,Debit Card/ATM Card ...5402,$219.09
Food/Drink,Groceries,7/19/19, ,TRADER JOE'S,PURCHASE                                AUTHORIZED ON   07/19 TRADER JOE'S # 181        LOS GATOS     CA  P00589200692645008 CARD 5402,Debit Card/ATM Card ...5402,$24.24
Food/Drink,Fast Food,7/22/19, ,SQ TEA UP,PURCHASE                                AUTHORIZED ON   07/20 SQ *TEA UP                SAN JOSE      CA  S589201632457568   CARD 5402,Debit Card/ATM Card ...5402,$3.50
Food/Drink,Groceries,7/22/19, ,KALINKA,PURCHASE                                AUTHORIZED ON   07/19 KALINKA                   SAN JOSE      CA  S389200786002487   CARD 5402,Debit Card/ATM Card ...5402,$88.01
Food/Drink,Restaurants,7/22/19, ,LE BOULANGER - LOS,PURCHASE                                AUTHORIZED ON   07/20 LE BOULANGER - LOS        LOS GATOS     CA  S309201641500863   CARD 5402,Debit Card/ATM Card ...5402,$22.83
Food/Drink,Groceries,7/25/19, ,NOB HILL,PURCHASE                                AUTHORIZED ON   07/25 NOB HILL  #604 15710 SAN  LOS GATOS     CA  P00469206818395071 CARD 1745,Debit Card/ATM Card ...1745,$42.96
Food/Drink,Coffee Shops,7/26/19, ,STARBUCKS STORE,PURCHASE                                AUTHORIZED ON   07/24 STARBUCKS STORE 25        SAN JOSE      CA  S389205760784431   CARD 1745,Debit Card/ATM Card ...1745,$5.60
Food/Drink,Groceries,7/29/19, ,PAUL K. TAO,PURCHASE                                AUTHORIZED ON   07/28 PAUL K. TAO               WATSONVILLE   CA  S389209620725076   CARD 5402,Debit Card/ATM Card ...5402,$13.00
Food/Drink,Groceries,7/29/19, ,SSA SAN FRANCISCO ZOO,PURCHASE                                AUTHORIZED ON   07/27 SSA SAN FRANCISCO ZOO     San Francisco CA  P00589208817728597 CARD 5402,Debit Card/ATM Card ...5402,$40.13
Food/Drink,Coffee Shops,8/8/19, ,STARBUCKS STORE,PURCHASE                                AUTHORIZED ON   08/06 STARBUCKS STORE 05        SAN FRANCISCO CA  S469219045548575   CARD 1745,Debit Card/ATM Card ...1745,$5.90
Food/Drink,Coffee Shops,8/8/19, ,STARBUCKS STORE,PURCHASE                                AUTHORIZED ON   08/06 STARBUCKS STORE 05        SAN FRANCISCO CA  S309219046268734   CARD 1745,Debit Card/ATM Card ...1745,$1.25
Food/Drink,Groceries,8/9/19, ,NOB HILL,PURCHASE                                AUTHORIZED ON   08/09 NOB HILL  #604 15710 SAN  LOS GATOS     CA  P00309221750338199 CARD 1745,Debit Card/ATM Card ...1745,$69.29
Food/Drink,Groceries,8/9/19, ,TRADER JOE'S,PURCHASE                                AUTHORIZED ON   08/09 TRADER JOE'S # 181        LOS GATOS     CA  P00389221740960918 CARD 1745,Debit Card/ATM Card ...1745,$62.86
Food/Drink,Bars/Alcohol,8/12/19, ,JIFFY MART LIQUOR,PURCHASE                                AUTHORIZED ON   08/10 JIFFY MART  LIQUOR        LOS GATOS     CA  P00309223027691039 CARD 5402,Debit Card/ATM Card ...5402,$7.30
Food/Drink,Fast Food,8/12/19, ,SKULL FREEZE GLAZI,PURCHASE                                AUTHORIZED ON   08/10 SKULL FREEZE GLAZI        LOS GATOS     CA  S389223078206294   CARD 5402,Debit Card/ATM Card ...5402,$34.50
Food/Drink,Groceries,8/12/19, ,TRADER JOE'S,PURCHASE                                AUTHORIZED ON   08/11 TRADER JOE'S # 198        NOVATO        CA  P00469223637754600 CARD 5402,Debit Card/ATM Card ...5402,$7.48
Food/Drink,Groceries,8/12/19, ,WHOLEFDS LGT 100 15980 LO,PURCHASE WITH CASH BACK        $  20.00 AUTHORIZED ON   08/10 WHOLEFDS LGT 100 15980 LO LOS GATOS     CA  P00309223122051886 CARD 5402,Debit Card/ATM Card ...5402,$73.93
Food/Drink,Coffee Shops,8/13/19, ,STARBUCKS STORE,PURCHASE                                AUTHORIZED ON   08/11 STARBUCKS STORE 10        NOVATO        CA  S309223633727624   CARD 5402,Debit Card/ATM Card ...5402,$24.40
Food/Drink,Groceries,8/14/19, ,COSTCO WHOLESALE,PURCHASE                                AUTHORIZED ON   08/14 COSTCO WHSE #0470         SAN JOSE      CA  P00309226706796207 CARD 1745,Debit Card/ATM Card ...1745,$141.29
Food/Drink,Groceries,8/15/19, ,KALINKA,PURCHASE                                AUTHORIZED ON   08/14 KALINKA                   SAN JOSE      CA  S389226722464679   CARD 1745,Debit Card/ATM Card ...1745,$102.77
Food/Drink,Groceries,8/19/19, ,NOB HILL 15710 SAN JO,PURCHASE                                AUTHORIZED ON   08/19 NOB HILL  15710 SAN JO    LOS GATOS     CA  P00000000730506528 CARD 1745,Debit Card/ATM Card ...1745,$14.43
Food/Drink,Groceries,8/19/19, ,SQ RESENDIZ FARMS,PURCHASE                                AUTHORIZED ON   08/18 SQ *RESENDIZ FARMS        LOS GATOS     CA  S309230675955737   CARD 5402,Debit Card/ATM Card ...5402,$8.00
Food/Drink,Groceries,8/19/19, ,WHOLEFDS LGT 100 15980 LO,PURCHASE                                AUTHORIZED ON   08/17 WHOLEFDS LGT 100 15980 LO LOS GATOS     CA  P00469229743008064 CARD 0484,Debit Card/ATM Card ...0484,$9.78
Food/Drink,Groceries,8/19/19, ,WHOLEFDS LGT 100 15980 LO,PURCHASE                                AUTHORIZED ON   08/18 WHOLEFDS LGT 100 15980 LO LOS GATOS     CA  P00469230744995183 CARD 5402,Debit Card/ATM Card ...5402,$17.45
Food/Drink,Groceries,8/19/19, ,WHOLEFDS LGT 100 15980 LO,PURCHASE WITH CASH BACK        $  20.00 AUTHORIZED ON   08/18 WHOLEFDS LGT 100 15980 LO LOS GATOS     CA  P00469230742446129 CARD 5402,Debit Card/ATM Card ...5402,$31.10
Food/Drink,Groceries,8/20/19, ,PAUL K. TAO,PURCHASE                                AUTHORIZED ON   08/18 PAUL K. TAO               WATSONVILLE   CA  S389230674534549   CARD 5402,Debit Card/ATM Card ...5402,$13.00
Food/Drink,Groceries,8/20/19, ,TRADER JOE'S,PURCHASE                                AUTHORIZED ON   08/19 TRADER JOE'S # 181        LOS GATOS     CA  P00469232081563004 CARD 5402,Debit Card/ATM Card ...5402,$7.63
Food/Drink,Restaurants,8/21/19,"Palo Alto    ,CA",SQ BEVRI,"SQ *BEVRI Palo Alto    ,CA",PLATINUM CARD ...4360,$202.53
Food/Drink,Fast Food,8/23/19, ,SKULL FREEZE GLAZI,PURCHASE                                AUTHORIZED ON   08/22 SKULL FREEZE GLAZI        LOS GATOS     CA  S589235135024121   CARD 5402,Debit Card/ATM Card ...5402,$9.20
Food/Drink,Groceries,8/26/19, ,ROSE INTERNATIONAL,PURCHASE                                AUTHORIZED ON   08/24 ROSE INTERNATIONAL        SARATOGA      CA  S309236784549346   CARD 5402,Debit Card/ATM Card ...5402,$59.18
Food/Drink,Groceries,8/26/19, ,SLAVIC SHOP,PURCHASE                                AUTHORIZED ON   08/23 SLAVIC SHOP               SAN JOSE      CA  S469235683383699   CARD 1745,Debit Card/ATM Card ...1745,$87.73
Food/Drink,Other Food/Drink,8/30/19, ,LOS GATOS UNION SD,PURCHASE                                AUTHORIZED ON   08/27 LOS GATOS UNION SD        916-467-4700  CA  S309239593757542   CARD 5402,Debit Card/ATM Card ...5402,$30.00
Food/Drink,Other Food/Drink,8/30/19, ,TITAN SCHOOL SOLUT,PURCHASE                                AUTHORIZED ON   08/27 TITAN SCHOOL SOLUT        TITANK12.COM  CA  S389239593764245   CARD 5402,Debit Card/ATM Card ...5402,$2.60
Food/Drink,Groceries,8/31/19,"LOS GATOS    ,CA",SAFEWAY,"SAFEWAY #2815 LOS GATOS    ,CA",PLATINUM CARD ...4360,$32.34
Food/Drink,Groceries,8/31/19,"LOS GATOS    ,CA",SAFEWAY,"SAFEWAY #2815 LOS GATOS    ,CA",PLATINUM CARD ...4360,$53.18
Food/Drink,Groceries,9/1/19,"SAN JOSE     ,CA",COSTCO WHOLESALE,"COSTCO WHSE #0470 SAN JOSE     ,CA",PLATINUM CARD ...4360,$119.68
Food/Drink,Groceries,9/1/19,"SAN JOSE     ,CA",KALINKA,"KALINKA SAN JOSE     ,CA",PLATINUM CARD ...4360,$71.88
Food/Drink,Groceries,9/1/19,"LOS GATOS    ,CA",SAFEWAY,"SAFEWAY #2815 LOS GATOS    ,CA",PLATINUM CARD ...4360,-$15.00
Food/Drink,Groceries,9/3/19, ,LUNARDI'S MKT,PURCHASE                                AUTHORIZED ON   09/02 LUNARDI'S MKT #3          LOS GATOS     CA  P00389245774640627 CARD 0484,Debit Card/ATM Card ...0484,$3.95
